"Representative","State","Amount"
"Lewis Tom (R-FL)","Florida","$51107"
"Goodling Bill (R-PA)","Pennsylvania","$51023"
"Madigan Edward R (R-IL)","Illinois","$50982"
"Conaway Herb (D-NJ)","New Jersey","$50879"
"English Karan (D-AZ)","Arizona","$50860"
"Bosco Doug (D-CA)","California","$49386"
"Harris Claude Jr (D-AL)","Alabama","$48900"
"Jontz James (D-IN)","Indiana","$48518"
"Sablan Gregorio (I-MP)","Northern Mariana Islands","$47752"
"Walker Robert S (R-PA)","Pennsylvania","$47705"
"Underwood Robert (D-GU)","Guam","$47259"
"Colorado-Laguna Antonio J (D-PR)","Puerto Rico","$45575"
"Edwards Don (D-CA)","California","$45500"
"Bevill Tom (D-AL)","Alabama","$45450"
"Barlow Tom (D-KY)","Kentucky","$45200"
"Blackwell Lucien E (D-PA)","Pennsylvania","$45200"
"Byron Beverly B (D-MD)","Maryland","$44941"
"Bunn Jim (R-OR)","Oregon","$43568"
"Weiss Ted (D-NY)","New York","$42050"
"Wolpe Howard E (D-MI)","Michigan","$41385"
"Tallon Robin (D-SC)","South Carolina","$41050"
"Pashayan Charles Jr (R-CA)","California","$40616"
"Thomas Robert Lindsay (D-GA)","Georgia","$40250"
"Johnson Jay (D-WI)","Wisconsin","$40169"
"Staggers Harley Orrin Jr (D-WV)","West Virginia","$40110"
"Schroeder Patricia (D-CO)","Colorado","$39062"
"Dymally Mervyn M (D-CA)","California","$38854"
"Roe Robert A (D-NJ)","New Jersey","$38250"
"Coughlin R Lawrence (R-PA)","Pennsylvania","$37538"
"Tucker Walter R III (D-CA)","California","$36875"
"Penny Timothy J (D-MN)","Minnesota","$35880"
"Pease Don J (D-OH)","Ohio","$35265"
"McLeod Gloria (D-CA)","California","$35250"
"Huckaby Jerry (D-LA)","Louisiana","$35200"
"Collins Barbara-Rose (D-MI)","Michigan","$34425"
"Dickinson William Louis (R-AL)","Alabama","$33550"
"Gradison Bill (R-OH)","Ohio","$33259"
"Dyson Roy (D-MD)","Maryland","$33120"
"Hamburg Dan (D-CA)","California","$33025"
"Cooley Wes (R-OR)","Oregon","$31275"
"Anderson Glenn M (D-CA)","California","$31102"
"Shreve Jefferson (R-IN)","Indiana","$29401"
"Rowland John G (R-CT)","Connecticut","$28161"
"Dwyer Bernard J (D-NJ)","New Jersey","$27761"
"Kastenmeier Robert W (D-WI)","Wisconsin","$27300"
"Hertel Dennis M (D-MI)","Michigan","$26458"
"Traxler Bob (D-MI)","Michigan","$26027"
"Stangeland Arlan (R-MN)","Minnesota","$25000"
"Olin James R (D-VA)","Virginia","$24925"
"Murphy Austin J (D-PA)","Pennsylvania","$24880"
"McHugh Matthew F (D-NY)","New York","$23900"
"McHale Paul (D-PA)","Pennsylvania","$22375"
"Mazzoli Romano L (D-KY)","Kentucky","$20500"
"Pursell Carl Daune (R-MI)","Michigan","$20250"
"Yatron Gus (D-PA)","Pennsylvania","$20160"
"Horton Frank (R-NY)","New York","$19600"
"Gaydos Joseph M (D-PA)","Pennsylvania","$18900"
"Hammerschmidt John Paul (R-AR)","Arkansas","$17750"
"Sempolinski Joe (R-NY)","New York","$17550"
"Kolter Joseph P (D-PA)","Pennsylvania","$16750"
"Luken Thomas A (D-OH)","Ohio","$16300"
"Wright Jim (D-TX)","Texas","$16200"
"Davis Robert William (R-MI)","Michigan","$15975"
"Garcia Robert (D-NY)","New York","$15800"
"San Nicolas Michael (D-GU)","Guam","$15750"
"Broomfield William S (R-MI)","Michigan","$15550"
"Clarke James McClure (D-NC)","North Carolina","$15450"
"Perkins Carl C (D-KY)","Kentucky","$15400"
"Radewagen Amata Coleman (R-AS)","American Samoa","$15125"
"Fauntroy Walter Edward (D-DC)","District of Columbia","$14350"
"Applegate Douglas (D-OH)","Ohio","$14050"
"McAllister Vance (R-LA)","Louisiana","$13400"
"Robinson Tommy Franklin (R-AR)","Arkansas","$13250"
"Bennett Charles E (D-FL)","Florida","$12900"
"Morrison Sid (R-WA)","Washington","$12890"
"Blaz Ben (R-GU)","Guam","$12750"
"Roybal Edward R (D-CA)","California","$12600"
"Hayes Charles A (D-IL)","Illinois","$12000"
"Coelho Tony (D-CA)","California","$11750"
"Udall Morris King (D-AZ)","Arizona","$11500"
"Lee Carter Erica (D-TX)","Texas","$11300"
"Leland Mickey (D-TX)","Texas","$10300"
"Whittaker Bob (R-KS)","Kansas","$9650"
"Miller Clarence E (R-OH)","Ohio","$9600"
"Savage Gus (D-IL)","Illinois","$9350"
"Hopkins Larry J (R-KY)","Kentucky","$9050"
"Poshard Glenn (D-IL)","Illinois","$8450"
"Smith Larkin I (R-MS)","Mississippi","$8400"
"Boggs Lindy (D-LA)","Louisiana","$8000"
"Whitten Jamie L (D-MS)","Mississippi","$6700"
"Nowak Henry J (D-NY)","New York","$5200"
"Jacobs Andrew Jr (D-IN)","Indiana","$4000"
"Frenzel Bill (R-MN)","Minnesota","$3634"
"Courter Jim (R-NJ)","New Jersey","$2950"
"De Lugo Ron (D-VI)","Virgin Islands","$2950"
"Jones Walter B (D-NC)","North Carolina","$2700"
"Lukens Donald E (R-OH)","Ohio","$2700"
"Brennan Joseph Edward (D-ME)","Maine","$2650"
"Martin David O'Brien (R-NY)","New York","$2620"
"Lopez Greg (R-CO)","Colorado","$2328"
"Frazer Victor O (D-VI)","Virgin Islands","$2050"
"Leath Marvin (D-TX)","Texas","$2000"
"Conte Silvio O (R-MA)","Massachusetts","$1850"
"Molinari Guy V (R-NY)","New York","$1050"
"Nielson Howard C (R-UT)","Utah","$1000"
"Crockett George W Jr (D-MI)","Michigan","$300"
