"Representative","State","Amount"
"Gaydos Joseph M (D-PA)","Pennsylvania","$10500"
"Byron Beverly B (D-MD)","Maryland","$10475"
"Applegate Douglas (D-OH)","Ohio","$10200"
"Lloyd Marilyn L (D-TN)","Tennessee","$10000"
"Ravenel Arthur Jr (R-SC)","South Carolina","$9800"
"Broomfield William S (R-MI)","Michigan","$9600"
"Goodling Bill (R-PA)","Pennsylvania","$9300"
"Moylan James C (R-GU)","Guam","$8850"
"Leland Mickey (D-TX)","Texas","$8840"
"Coelho Tony (D-CA)","California","$8830"
"Smith Nick (R-MI)","Michigan","$8700"
"Yatron Gus (D-PA)","Pennsylvania","$8650"
"Taylor David (R-OH)","Ohio","$8592"
"Kolter Joseph P (D-PA)","Pennsylvania","$8500"
"Bosco Doug (D-CA)","California","$8320"
"Stangeland Arlan (R-MN)","Minnesota","$8300"
"Messmer Mark (R-IN)","Indiana","$8276"
"Hubbard Carroll Jr (D-KY)","Kentucky","$8250"
"McLeod Gloria (D-CA)","California","$8200"
"Tucker Walter R III (D-CA)","California","$8200"
"Whittaker Bob (R-KS)","Kansas","$8200"
"Bennett Charles E (D-FL)","Florida","$8000"
"Ireland Andy (R-FL)","Florida","$8000"
"Whitten Jamie L (D-MS)","Mississippi","$8000"
"Coughlin R Lawrence (R-PA)","Pennsylvania","$7950"
"Clarke James McClure (D-NC)","North Carolina","$7650"
"Wright Jim (D-TX)","Texas","$7600"
"Dickinson William Louis (R-AL)","Alabama","$7500"
"Pou Nelida (D-NJ)","New Jersey","$7250"
"Sempolinski Joe (R-NY)","New York","$7200"
"Underwood Robert (D-GU)","Guam","$7005"
"Colorado-Laguna Antonio J (D-PR)","Puerto Rico","$6850"
"Onder Robert Frank Jr (R-MO)","Missouri","$6543"
"Morrison Sid (R-WA)","Washington","$6000"
"Hayes Charles A (D-IL)","Illinois","$5950"
"McIver LaMonica (D-NJ)","New Jersey","$5900"
"Wylie Chalmers P (R-OH)","Ohio","$5750"
"Bentivolio Kerry (R-MI)","Michigan","$5600"
"Morrison Bruce A (D-CT)","Connecticut","$5450"
"Blackwell Lucien E (D-PA)","Pennsylvania","$5150"
"Wied Tony (R-WI)","Wisconsin","$5075"
"Miller Clarence E (R-OH)","Ohio","$4900"
"Turner Sylvester (D-TX)","Texas","$4800"
"Garcia Robert (D-NY)","New York","$4750"
"Brecheen Josh (R-OK)","Oklahoma","$4500"
"Mcdowell Addison (R-NC)","North Carolina","$4444"
"Anderson Glenn M (D-CA)","California","$4400"
"Biggs Sheri (R-SC)","South Carolina","$4400"
"Olin James R (D-VA)","Virginia","$4400"
"Rulli Michael (R-OH)","Ohio","$4229"
"Savage Gus (D-IL)","Illinois","$4050"
"Nowak Henry J (D-NY)","New York","$3908"
"Courter Jim (R-NJ)","New Jersey","$3900"
"Mazzoli Romano L (D-KY)","Kentucky","$3800"
"Shreve Jefferson (R-IN)","Indiana","$3511"
"Martin David O'Brien (R-NY)","New York","$3500"
"Roybal Edward R (D-CA)","California","$3450"
"Conte Silvio O (R-MA)","Massachusetts","$3000"
"Gonzalez Henry B (D-TX)","Texas","$3000"
"Jones Walter B (D-NC)","North Carolina","$3000"
"Robinson Tommy Franklin (R-AR)","Arkansas","$3000"
"Udall Morris King (D-AZ)","Arizona","$3000"
"Sablan Gregorio (I-MP)","Northern Mariana Islands","$2700"
"Crockett George W Jr (D-MI)","Michigan","$2600"
"Frazer Victor O (D-VI)","Virgin Islands","$2500"
"Shumway Norman D (R-CA)","California","$2300"
"Dyson Roy (D-MD)","Maryland","$2150"
"Rowland John G (R-CT)","Connecticut","$2100"
"Poshard Glenn (D-IL)","Illinois","$2020"
"San Nicolas Michael (D-GU)","Guam","$2000"
"Smith Larkin I (R-MS)","Mississippi","$1900"
"Gradison Bill (R-OH)","Ohio","$1700"
"Jacobs Andrew Jr (D-IN)","Indiana","$1600"
"Boggs Lindy (D-LA)","Louisiana","$1500"
"Brennan Joseph Edward (D-ME)","Maine","$1000"
"Frenzel Bill (R-MN)","Minnesota","$725"
"Curson David A (D-MI)","Michigan","$500"
"Hopkins Larry J (R-KY)","Kentucky","$500"
"Leath Marvin (D-TX)","Texas","$500"
"Smith Virginia (R-NE)","Nebraska","$500"
"Molinari Guy V (R-NY)","New York","$350"
"Lee Carter Erica (D-TX)","Texas","$300"
"Fauntroy Walter Edward (D-DC)","District of Columbia","$250"
"Lukens Donald E (R-OH)","Ohio","$250"
"Blaz Ben (R-GU)","Guam","$75"
"Lopez Greg (R-CO)","Colorado","$1"
