"Representative","State","Amount"
"Pierluisi Pedro (D-PR)","Puerto Rico","$1000"
"Pou Nelida (D-NJ)","New Jersey","$1000"
"Taylor David (R-OH)","Ohio","$1000"
"Goldman Dan (D-NY)","New York","$980"
"Friedman Laura (D-CA)","California","$800"
"Fauntroy Walter Edward (D-DC)","District of Columbia","$750"
"Dexter Maxine (D-OR)","Oregon","$670"
"Fedorchak Julie (R-ND)","North Dakota","$600"
"Ogles Andy (R-TN)","Tennessee","$505"
"Annunzio Frank (D-IL)","Illinois","$500"
"Bosco Doug (D-CA)","California","$500"
"Clarke James McClure (D-NC)","North Carolina","$500"
"Ford Harold E (D-TN)","Tennessee","$500"
"Leland Mickey (D-TX)","Texas","$500"
"Luken Thomas A (D-OH)","Ohio","$500"
"Moylan James C (R-GU)","Guam","$500"
"Murphy Austin J (D-PA)","Pennsylvania","$500"
"Owens Major R (D-NY)","New York","$500"
"Pursell Carl Daune (R-MI)","Michigan","$500"
"Reynolds Mel (D-IL)","Illinois","$500"
"Rinaldo Matthew J (R-NJ)","New Jersey","$500"
"Synar Michael Lynn (D-OK)","Oklahoma","$500"
"Unsoeld Jolene (D-WA)","Washington","$500"
"Weiss Ted (D-NY)","New York","$500"
"Wolpe Howard E (D-MI)","Michigan","$500"
"Foushee Valerie (D-NC)","North Carolina","$495"
"Simon Lateefah (D-CA)","California","$483"
"Whittaker Bob (R-KS)","Kansas","$400"
"Olin James R (D-VA)","Virginia","$350"
"Savage Gus (D-IL)","Illinois","$300"
"Clawson Curt (R-FL)","Florida","$250"
"De Lugo Ron (D-VI)","Virgin Islands","$250"
"Roe Phil (R-TN)","Tennessee","$250"
"Lucas Ken (D-KY)","Kentucky","$200"
"Casar Greg (D-TX)","Texas","$163"
"Jones Brenda (D-MI)","Michigan","$95"
"Morrison Kelly (D-MN)","Minnesota","$60"
"Acevedo-Vila Anibal (D-PR)","Puerto Rico","$25"
