"Representative","State","Amount"
"Feighan Edward F (D-OH)","Ohio","$19100"
"Pease Don J (D-OH)","Ohio","$19050"
"Bartlett Steve (R-TX)","Texas","$18900"
"Vento Bruce F (D-MN)","Minnesota","$18900"
"Smith Denny (R-OR)","Oregon","$18571"
"Fascell Dante B (D-FL)","Florida","$17850"
"Kolter Joseph P (D-PA)","Pennsylvania","$17800"
"Lehman William (D-FL)","Florida","$17800"
"De la Garza E (Kika) (D-TX)","Texas","$17727"
"Dickinson William Louis (R-AL)","Alabama","$17100"
"Tallon Robin (D-SC)","South Carolina","$17100"
"Marlenee Ron (R-MT)","Montana","$17099"
"Weiss Ted (D-NY)","New York","$16737"
"Clyde Andrew (R-GA)","Georgia","$15705"
"Torres Esteban E (D-CA)","California","$15650"
"Huckaby Jerry (D-LA)","Louisiana","$15550"
"Lewis Tom (R-FL)","Florida","$15200"
"Whittaker Bob (R-KS)","Kansas","$15100"
"Goodling Bill (R-PA)","Pennsylvania","$15025"
"Moylan James C (R-GU)","Guam","$14750"
"Taylor David (R-OH)","Ohio","$14436"
"Barnard Druie Douglas Jr (D-GA)","Georgia","$14250"
"Parris Stan (R-VA)","Virginia","$13800"
"Mavroules Nicholas (D-MA)","Massachusetts","$13750"
"Luken Thomas A (D-OH)","Ohio","$13400"
"Flake Floyd H (D-NY)","New York","$13326"
"Faleomavaega Eni F H (D-AS)","American Samoa","$13300"
"Gradison Bill (R-OH)","Ohio","$13000"
"Pashayan Charles Jr (R-CA)","California","$13000"
"Coughlin R Lawrence (R-PA)","Pennsylvania","$12500"
"Hammerschmidt John Paul (R-AR)","Arkansas","$11750"
"Whitten Jamie L (D-MS)","Mississippi","$11700"
"Shumway Norman D (R-CA)","California","$11450"
"Lee Carter Erica (D-TX)","Texas","$11400"
"Bosco Doug (D-CA)","California","$11050"
"Cooley Wes (R-OR)","Oregon","$11000"
"Gonzalez Henry B (D-TX)","Texas","$10350"
"Broomfield William S (R-MI)","Michigan","$9950"
"Sempolinski Joe (R-NY)","New York","$9775"
"Horton Frank (R-NY)","New York","$9700"
"Flippo Ronnie G (D-AL)","Alabama","$9500"
"Martin David O'Brien (R-NY)","New York","$9500"
"Traxler Bob (D-MI)","Michigan","$9400"
"Davis Robert William (R-MI)","Michigan","$9149"
"Wylie Chalmers P (R-OH)","Ohio","$8750"
"San Nicolas Michael (D-GU)","Guam","$8600"
"Bennett Charles E (D-FL)","Florida","$8500"
"Gaydos Joseph M (D-PA)","Pennsylvania","$8500"
"Olin James R (D-VA)","Virginia","$8300"
"Clarke James McClure (D-NC)","North Carolina","$7300"
"Hubbard Carroll Jr (D-KY)","Kentucky","$7150"
"McHugh Matthew F (D-NY)","New York","$6450"
"Poshard Glenn (D-IL)","Illinois","$6250"
"Radewagen Amata Coleman (R-AS)","American Samoa","$6050"
"Perkins Carl C (D-KY)","Kentucky","$5850"
"Brennan Joseph Edward (D-ME)","Maine","$5500"
"Applegate Douglas (D-OH)","Ohio","$5350"
"Garcia Robert (D-NY)","New York","$5200"
"Morrison Sid (R-WA)","Washington","$5200"
"Stangeland Arlan (R-MN)","Minnesota","$5100"
"Kastenmeier Robert W (D-WI)","Wisconsin","$5000"
"Anderson Glenn M (D-CA)","California","$4800"
"Yatron Gus (D-PA)","Pennsylvania","$4600"
"Robinson Tommy Franklin (R-AR)","Arkansas","$4500"
"Frazer Victor O (D-VI)","Virgin Islands","$4450"
"Molinari Guy V (R-NY)","New York","$4250"
"Hopkins Larry J (R-KY)","Kentucky","$4000"
"Hayes Charles A (D-IL)","Illinois","$3600"
"Boggs Lindy (D-LA)","Louisiana","$3250"
"Annunzio Frank (D-IL)","Illinois","$3200"
"Nowak Henry J (D-NY)","New York","$3000"
"Leland Mickey (D-TX)","Texas","$2850"
"Coelho Tony (D-CA)","California","$2743"
"Savage Gus (D-IL)","Illinois","$2650"
"Rowland John G (R-CT)","Connecticut","$2600"
"Curson David A (D-MI)","Michigan","$2500"
"Wright Jim (D-TX)","Texas","$2300"
"Blaz Ben (R-GU)","Guam","$2150"
"Conte Silvio O (R-MA)","Massachusetts","$2000"
"Fauntroy Walter Edward (D-DC)","District of Columbia","$1750"
"Miller Clarence E (R-OH)","Ohio","$1650"
"Courter Jim (R-NJ)","New Jersey","$1500"
"Nielson Howard C (R-UT)","Utah","$1500"
"Smith Larkin I (R-MS)","Mississippi","$1500"
"Udall Morris King (D-AZ)","Arizona","$1500"
"Morrison Bruce A (D-CT)","Connecticut","$950"
"Fuster Jaime B (D-PR)","Puerto Rico","$750"
"Jones Walter B (D-NC)","North Carolina","$700"
"Lukens Donald E (R-OH)","Ohio","$500"
"Jacobs Andrew Jr (D-IN)","Indiana","$450"
"Crockett George W Jr (D-MI)","Michigan","$250"
"Lopez Greg (R-CO)","Colorado","$1"
