"Representative","State","Amount"
"De Lugo Ron (D-VI)","Virgin Islands","$1500"
"Espaillat Adriano (D-NY)","New York","$1500"
"Ford Harold E (D-TN)","Tennessee","$1500"
"Klein Herbert C (D-NJ)","New Jersey","$1500"
"Moylan James C (R-GU)","Guam","$1500"
"Nielson Howard C (R-UT)","Utah","$1500"
"Radewagen Amata Coleman (R-AS)","American Samoa","$1500"
"Beilenson Anthony C (D-CA)","California","$1450"
"Blackwell Lucien E (D-PA)","Pennsylvania","$1450"
"Rowland John G (R-CT)","Connecticut","$1400"
"Roybal Edward R (D-CA)","California","$1300"
"Barca Peter William (D-WI)","Wisconsin","$1275"
"McGarvey Morgan (D-KY)","Kentucky","$1275"
"Hernandez Rivera Pablo Jose (3-PR)","Puerto Rico","$1255"
"Hamburg Dan (D-CA)","California","$1250"
"Levin Andy (D-MI)","Michigan","$1007"
"Simon Lateefah (D-CA)","California","$1005"
"Amo Gabe (D-RI)","Rhode Island","$1000"
"Clawson Curt (R-FL)","Florida","$1000"
"Conte Silvio O (R-MA)","Massachusetts","$1000"
"Hastings Alcee (D-FL)","Florida","$1000"
"Hayes Charles A (D-IL)","Illinois","$1000"
"Mcdowell Addison (R-NC)","North Carolina","$1000"
"Morrison Sid (R-WA)","Washington","$1000"
"Rivas Luz (D-CA)","California","$900"
"Nagle David R (D-IA)","Iowa","$850"
"Dexter Maxine (D-OR)","Oregon","$750"
"Dwyer Bernard J (D-NJ)","New Jersey","$750"
"Goodling Bill (R-PA)","Pennsylvania","$750"
"Woolsey Lynn (D-CA)","California","$700"
"Cox John W Jr (D-IL)","Illinois","$650"
"Smith Larkin I (R-MS)","Mississippi","$600"
"Blaz Ben (R-GU)","Guam","$500"
"Boggs Lindy (D-LA)","Louisiana","$500"
"Clay William L (D-MO)","Missouri","$500"
"Gradison Bill (R-OH)","Ohio","$500"
"Lawson Al (D-FL)","Florida","$500"
"Lee Carter Erica (D-TX)","Texas","$500"
"Martin David O'Brien (R-NY)","New York","$500"
"Mazzoli Romano L (D-KY)","Kentucky","$500"
"Pou Nelida (D-NJ)","New Jersey","$500"
"San Nicolas Michael (D-GU)","Guam","$500"
"Speier Jackie (D-CA)","California","$500"
"Thanedar Shri (D-MI)","Michigan","$500"
"Weiss Ted (D-NY)","New York","$500"
"Capps Walter H (D-CA)","California","$475"
"Friedman Laura (D-CA)","California","$465"
"Takano Mark (D-CA)","California","$457"
"Jontz James (D-IN)","Indiana","$350"
"Crockett George W Jr (D-MI)","Michigan","$300"
"McHugh Matthew F (D-NY)","New York","$300"
"Savage Gus (D-IL)","Illinois","$300"
"Balint Becca (D-VT)","Vermont","$285"
"Horton Frank (R-NY)","New York","$250"
"Kamlager Sydney (D-CA)","California","$250"
"Kastenmeier Robert W (D-WI)","Wisconsin","$250"
"Kosmas Suzanne (D-FL)","Florida","$250"
"Clarke James McClure (D-NC)","North Carolina","$200"
"Molinari Guy V (R-NY)","New York","$200"
"Underwood Robert (D-GU)","Guam","$200"
"Randall Emily (D-WA)","Washington","$191"
"Tran Derek (D-CA)","California","$189"
"Mannion John (D-NY)","New York","$120"
"Fauntroy Walter Edward (D-DC)","District of Columbia","$100"
"Jacobs Sara (D-CA)","California","$25"
"Lopez Greg (R-CO)","Colorado","$13"
"Adams Alma (D-NC)","North Carolina","$6"
"Jones Brenda (D-MI)","Michigan","$5"
